INPUT:id	INPUT:sense	INPUT:phrase	INPUT:sentence	OUTPUT:answer	GOLDEN:answer	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
195	"""dismiss from the mind; stop remembering"",""be unable to remember"",""forget to do something"",""leave behind unintentionally"""	forgotten	He had already quite forgotten about him.	"""dismiss from the mind; stop remembering"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5dbe75930e435f9d0f	000204371b--62a099c03e94fd20f6228e31	000204371b--62a09e5dbe75930e435f9d0f	649b96f82e7c5e0252e2648611e51bbd	APPROVED	2022-06-08T13:04:29.261
553	"""the contestant who wins the contest"",""a gambler who wins a bet"",""a person with a record of successes"""	winners	And does so without taking into account the fact that the diversity contributed by immigrants contributes to the creation of ideas and to economic growth( a large proportion of naturalised immigrants are among American Nobel prize winners, whilst Google, Intel, Paypal, eBay and Yahoo were all founded by immigrants).	"""a gambler who wins a bet"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5dbe75930e435f9d0f	000204371b--62a099e93e94fd20f6229266	000204371b--62a09e5dbe75930e435f9d0f	649b96f82e7c5e0252e2648611e51bbd	APPROVED	2022-06-08T13:04:29.261
94	"""an interpretation of a matter from a particular viewpoint"",""something a little different from others of the same type"",""a written work (as a novel) that has been recast in a new form"",""a written communication in a second language having the same meaning as the written communication in a first language"",""a mental representation of the meaning or significance of something"",""manual turning of a fetus in the uterus (usually to aid delivery)"""	versions	It may even be possible to replace defective genes with healthy versions, though no one has come close to doing that so far.	"""a written communication in a second language having the same meaning as the written communication in a first language"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5dbe75930e435f9d0f	000204371b--62a099c03e94fd20f6228dcc	000204371b--62a09e5dbe75930e435f9d0f	649b96f82e7c5e0252e2648611e51bbd	APPROVED	2022-06-08T13:04:29.261
137	"""in an aggressive manner"",""in a well delineated manner"",""changing suddenly in direction and degree"",""very suddenly and to a great degree"""	sharply	There is neither mystery nor paradox in the fact that as educational expenditures( in real terms) have increased sharply in the past quarter-of-a-century-- we now spend more per pupil than any other country in the world-- educational performance has declined.	"""in a well delineated manner"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5dbe75930e435f9d0f	000204371b--62a099c03e94fd20f6228df7	000204371b--62a09e5dbe75930e435f9d0f	649b96f82e7c5e0252e2648611e51bbd	APPROVED	2022-06-08T13:04:29.261
29	"""status established in order of importance or urgency"",""preceding in time"""	priority	Says Mr. Baldwin,`` We recognize that we may no longer have as high a priority in church life and experience.``	"""status established in order of importance or urgency"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5dbe75930e435f9d0f	000204371b--62a099c03e94fd20f6228d8b	000204371b--62a09e5dbe75930e435f9d0f	649b96f82e7c5e0252e2648611e51bbd	APPROVED	2022-06-08T13:04:29.261
583	"""a person who requires medical care"",""the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause"",""enduring trying circumstances with even temper or characterized by such endurance"""	patients	For the treatment of non-small cell lung cancer, the effects of Alimta were compared with those of docetaxel( another anticancer medicine) in one study involving 571 patients with locally advanced or metastatic disease who had received chemotherapy in the past.	"""the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5dbe75930e435f9d0f	000204371b--62a099e93e94fd20f6229284	000204371b--62a09e5dbe75930e435f9d0f	649b96f82e7c5e0252e2648611e51bbd	APPROVED	2022-06-08T13:04:29.261
													
440	"""earnest or urgent request"",""attractiveness that interests or pleases or stimulates"",""(law) a legal proceeding in which the appellant resorts to a higher court for the purpose of obtaining a review of a lower court decision and a reversal of the lower court's judgment or the granting of a new trial"",""request for a sum of money"",""take a court case to a higher court for review"",""request earnestly (something from somebody); ask for aid or protection"",""be attractive to"",""challenge (a decision)"",""cite as an authority; resort to"""	appeals	But lawyers for Mr. Hayes have already made court filings that sketch out appeals arguments that are likely to occupy the courts for years.	"""earnest or urgent request"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5e68586676651f15ee	000204371b--62a099c03e94fd20f6228f22	000204371b--62a09e5e68586676651f15ee	f29a12f26d30a03115f9ae805e08afef	APPROVED	2022-06-08T13:04:30.866
498	"""the quality or attribute of being firm and steadfast"",""a stable order (especially of society)"",""the quality of being enduring and free from change or variation"""	stability	The second is the increasing stability of attitudes towards democracy and its core institutions.	"""the quality or attribute of being firm and steadfast"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5e68586676651f15ee	000204371b--62a099c03e94fd20f6228f5c	000204371b--62a09e5e68586676651f15ee	f29a12f26d30a03115f9ae805e08afef	APPROVED	2022-06-08T13:04:30.866
649	"""a slab of stone or wood suitable for bearing an inscription"",""a number of sheets of paper fastened together along one edge"",""a small flat compressed cake of some substance"",""a dose of medicine in the form of a small pellet"""	tablets	For follow-up treatment, the animal owner can administer the tablets to the dog.	"""a number of sheets of paper fastened together along one edge"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5e68586676651f15ee	000204371b--62a099e93e94fd20f62292c6	000204371b--62a09e5e68586676651f15ee	f29a12f26d30a03115f9ae805e08afef	APPROVED	2022-06-08T13:04:30.866
216	"""any physical damage to the body caused by violence or accident or fracture etc."",""the occurrence of a change for the worse"",""the act of damaging something or someone"",""cause or do harm to"""	harm	If he was just a nut, no harm was done.	"""the occurrence of a change for the worse"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5e68586676651f15ee	000204371b--62a099c03e94fd20f6228e46	000204371b--62a09e5e68586676651f15ee	f29a12f26d30a03115f9ae805e08afef	APPROVED	2022-06-08T13:04:30.866
119	"""the difference between the market value of a property and the claims held against it"",""the ownership interest of shareholders in a corporation"",""conformity with rules or standards"""	equity	Whether they are or are not underpaid is a problem of equity; it is not an educational problem.	"""conformity with rules or standards"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5e68586676651f15ee	000204371b--62a099c03e94fd20f6228de5	000204371b--62a09e5e68586676651f15ee	f29a12f26d30a03115f9ae805e08afef	APPROVED	2022-06-08T13:04:30.866
245	"""a plan of action adopted by an individual or social group"",""a line of argument rationalizing the course of action of a government"",""written contract or certificate of insurance"""	policy	Third, the theory suggests why legislators who pay too much attention to national policy making relative to local benefit-seeking have lower security in office.	"""a plan of action adopted by an individual or social group"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5e68586676651f15ee	000204371b--62a099c03e94fd20f6228e63	000204371b--62a09e5e68586676651f15ee	f29a12f26d30a03115f9ae805e08afef	APPROVED	2022-06-08T13:04:30.866
64	"""the occurrence of a change for the worse"",""loss of military equipment"",""the act of damaging something or someone"",""the amount of money needed to purchase something"",""any harm or injury resulting from a violation of a legal right"",""inflict damage upon"",""suffer or be susceptible to damage"""	damaged	The tumor, he suggested, developed when the second, normal copy also was damaged.	"""the occurrence of a change for the worse"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5e68586676651f15ee	000204371b--62a099c03e94fd20f6228dae	000204371b--62a09e5e68586676651f15ee	f29a12f26d30a03115f9ae805e08afef	APPROVED	2022-06-08T13:04:30.866
578	"""dryness resulting from the removal of water"",""depletion of bodily fluids"",""the process of extracting moisture"""	dehydration	When Alimta is given with cisplatin, an anti-emetic medicine( to prevent vomiting) and fluids( to prevent dehydration) should also be given before or after the cisplatin dose.	"""depletion of bodily fluids"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5e68586676651f15ee	000204371b--62a099e93e94fd20f622927f	000204371b--62a09e5e68586676651f15ee	f29a12f26d30a03115f9ae805e08afef	APPROVED	2022-06-08T13:04:30.866
131	"""the right to buy or sell property at an agreed price; the right is purchased and if it is not exercised by a stated date the money is forfeited"",""one of a number of things from which only one can be chosen"",""the act of choosing or selecting"""	option	If parents are dissatisfied with a school, they should have the option of switching to another.	"""the act of choosing or selecting"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5e68586676651f15ee	000204371b--62a099c03e94fd20f6228df1	000204371b--62a09e5e68586676651f15ee	f29a12f26d30a03115f9ae805e08afef	APPROVED	2022-06-08T13:04:30.866
253	"""a vaguely specified concern"",""some situation or event that is thought about"",""that which has mass and occupies space"",""a problem"",""(used with negation) having consequence"",""written works (especially in books or magazines)"",""have weight; have import\, carry weight"""	matters	Since local benefit-seeking matters more and national policy making matters less in the lower chamber of Congress, this is precisely the pattern one would expect if Republicans are less willing to engage in local benefit-seeking than their Democratic counterparts.	"""a vaguely specified concern"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5e68586676651f15ee	000204371b--62a099c03e94fd20f6228e6b	000204371b--62a09e5e68586676651f15ee	f29a12f26d30a03115f9ae805e08afef	APPROVED	2022-06-08T13:04:30.866
													
637	"""an enlisted man of the lowest rank in the Army or Marines"",""confined to particular persons or groups or providing privacy"",""concerning things deeply private and personal"",""concerning one person exclusively"",""not expressed"""	private	Thirdly, the project documents and assesses initiatives, in both the public and private sectors which combat age barriers, especially for older workers.	"""confined to particular persons or groups or providing privacy"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5fbaa0e3041d028e13	000204371b--62a099e93e94fd20f62292ba	000204371b--62a09e5fbaa0e3041d028e13	f857695b44414216def654db0fe4f4e9	APPROVED	2022-06-08T13:04:31.895
174	"""money extracted as a penalty"",""issue a ticket or a fine to as a penalty"",""being satisfactory or in satisfactory condition"",""minutely precise especially in differences in meaning"",""thin in thickness or diameter"",""characterized by elegance or refinement or accomplishment"",""of textures that are smooth to the touch or substances consisting of relatively small particles"",""free from impurities; having a high or specified degree of purity"",""an expression of agreement normally occurring at the beginning of a sentence"",""in a delicate manner"""	Fine	`` Fine.	"""being satisfactory or in satisfactory condition"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5fbaa0e3041d028e13	000204371b--62a099c03e94fd20f6228e1c	000204371b--62a09e5fbaa0e3041d028e13	f857695b44414216def654db0fe4f4e9	APPROVED	2022-06-08T13:04:31.895
498	"""the quality or attribute of being firm and steadfast"",""a stable order (especially of society)"",""the quality of being enduring and free from change or variation"""	stability	The second is the increasing stability of attitudes towards democracy and its core institutions.	"""the quality of being enduring and free from change or variation"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5fbaa0e3041d028e13	000204371b--62a099c03e94fd20f6228f5c	000204371b--62a09e5fbaa0e3041d028e13	f857695b44414216def654db0fe4f4e9	APPROVED	2022-06-08T13:04:31.895
64	"""the occurrence of a change for the worse"",""loss of military equipment"",""the act of damaging something or someone"",""the amount of money needed to purchase something"",""any harm or injury resulting from a violation of a legal right"",""inflict damage upon"",""suffer or be susceptible to damage"""	damaged	The tumor, he suggested, developed when the second, normal copy also was damaged.	"""the act of damaging something or someone"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5fbaa0e3041d028e13	000204371b--62a099c03e94fd20f6228dae	000204371b--62a09e5fbaa0e3041d028e13	f857695b44414216def654db0fe4f4e9	APPROVED	2022-06-08T13:04:31.895
442	"""the act of testing something"",""trying something to find out about it"",""the act of undergoing testing"",""(law) the determination of a person's innocence or guilt by due process of law"",""(sports) a preliminary competition to determine qualifications"",""an annoying or frustrating or catastrophic event"""	trial	`` As I experienced it during this trial, I think there 's a real danger that the inclusion of new technology in the courtroom is affecting an individual 's fair-trial rights,'' said Thomas J. Ullmann, Mr. Hayes 's chief defense lawyer.	"""(law) the determination of a person's innocence or guilt by due process of law"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5fbaa0e3041d028e13	000204371b--62a099c03e94fd20f6228f24	000204371b--62a09e5fbaa0e3041d028e13	f857695b44414216def654db0fe4f4e9	APPROVED	2022-06-08T13:04:31.895
78	"""act of improving by expanding or enlarging or refining"",""a process in which something passes by degrees to a different stage (especially a more advanced or mature stage)"",""(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level"",""a recent event that has some relevance for the present situation"",""the act of making some area of land or water more profitable or productive or useful"",""a district that has been developed to serve some purpose"",""a state in which things are improving; the result of developing (as in the early part of a game of chess)"",""processing a photosensitive material in order to make an image visible"",""(music) the section of a composition or movement (especially in sonata form) where the major musical themes are developed and elaborated"""	development	`` It was the confirming evidence we all needed that gene losses were critical to the development of a common tumor,`` says Ray White at Howard Hughes Medical Institute in Salt Lake City.	"""(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5fbaa0e3041d028e13	000204371b--62a099c03e94fd20f6228dbc	000204371b--62a09e5fbaa0e3041d028e13	f857695b44414216def654db0fe4f4e9	APPROVED	2022-06-08T13:04:31.895
532	"""the act of choosing or selecting"",""an assortment of things from which a choice can be made"",""the person or thing chosen or selected"",""a natural process resulting in the evolution of organisms best adapted to the environment"",""a passage selected from a larger work"""	selection	We see that the peak of the Spanish selection is the goalkeeper Iker Casillas, who last Saturday against England( game lost with 0-1 in London) equaled the record of the ex goalkeeper Andoni Zubizarreta, with 126 international matches.	"""the person or thing chosen or selected"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5fbaa0e3041d028e13	000204371b--62a099e93e94fd20f6229251	000204371b--62a09e5fbaa0e3041d028e13	f857695b44414216def654db0fe4f4e9	APPROVED	2022-06-08T13:04:31.895
490	"""the natural satellite of the Earth"",""any object resembling a moon"",""the period between successive new moons (29.531 days)"",""the light of the Moon"",""United States religious leader (born in Korea) who founded the Unification Church in 1954; was found guilty of conspiracy to evade taxes (born in 1920)"",""any natural satellite of a planet"",""have dreamlike musings or fantasies while awake"",""be idle in a listless or dreamy way"",""expose one's buttocks to"""	moon	The microbe does grow better on phosphorus, but showing that it can live with arsenic instead raises the possibility that a life form using arsenic could occur naturally, either elsewhere on Earth or on another planet or moon where arsenic is more common.	"""the natural satellite of the Earth"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5fbaa0e3041d028e13	000204371b--62a099c03e94fd20f6228f54	000204371b--62a09e5fbaa0e3041d028e13	f857695b44414216def654db0fe4f4e9	APPROVED	2022-06-08T13:04:31.895
244	"""a victory (as in a race or other competition)"",""something won (especially money)"",""be the winner in a contest or competition; be victorious"",""win something through one's efforts"",""obtain advantages\, such as points\, etc."",""attain success or reach a desired goal"""	wins	Second, it explains why voters hold Congress in disdain but generally love their own congressional representatives: Any individual legislator 's constituents appreciate the specific benefits that the legislator wins for them but not the overall cost associated with every other legislator doing likewise for his own constituency.	"""win something through one's efforts"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5fbaa0e3041d028e13	000204371b--62a099c03e94fd20f6228e62	000204371b--62a09e5fbaa0e3041d028e13	f857695b44414216def654db0fe4f4e9	APPROVED	2022-06-08T13:04:31.895
642	"""a native or inhabitant of Europe"",""of or relating to or characteristic of Europe or the people of Europe"""	European	This document is a summary of the European Public Assessment Report.	"""of or relating to or characteristic of Europe or the people of Europe"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e5fbaa0e3041d028e13	000204371b--62a099e93e94fd20f62292bf	000204371b--62a09e5fbaa0e3041d028e13	f857695b44414216def654db0fe4f4e9	APPROVED	2022-06-08T13:04:31.895
													
632	"""readiness to embark on bold new ventures"",""the first of a series of actions"",""serving to set in motion"""	initiatives	Case Studies Each national report contains a portfolio of between 25 and 30 initiatives which best present policies and practices to improve the recruitment, training and development of ageing workers in both the work place and the community.	"""readiness to embark on bold new ventures"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e6033b31f408c68785a	000204371b--62a099e93e94fd20f62292b5	000204371b--62a09e6033b31f408c68785a	b6802b67764959e811b4e131577211f9	APPROVED	2022-06-08T13:04:32.400
391	"""the rising of a body of water and its overflowing onto normally dry land"",""an overwhelming number or amount"",""light that is a source of artificial illumination having a broad beam; used in photography"",""a large flow"",""the act of flooding; filling to overflowing"",""the occurrence of incoming water (between a low tide and the following high tide);  -Shakespeare"",""fill quickly beyond capacity; as with a liquid"",""cover with liquid\, usually water"",""supply with an excess of"",""become filled to overflowing"""	flood	The European Union gave the talks a boost as well on Friday by pledging to provide$ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change-- from coping with flood and drought to avoiding deforestation.	"""the rising of a body of water and its overflowing onto normally dry land"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e6033b31f408c68785a	000204371b--62a099c03e94fd20f6228ef1	000204371b--62a09e6033b31f408c68785a	b6802b67764959e811b4e131577211f9	APPROVED	2022-06-08T13:04:32.400
143	"""relating to the process of education"",""providing knowledge"""	educational	They are based on dubious psychological and sociological theories rather than on educational experience.	"""providing knowledge"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e6033b31f408c68785a	000204371b--62a099c03e94fd20f6228dfd	000204371b--62a09e6033b31f408c68785a	b6802b67764959e811b4e131577211f9	APPROVED	2022-06-08T13:04:32.400
578	"""dryness resulting from the removal of water"",""depletion of bodily fluids"",""the process of extracting moisture"""	dehydration	When Alimta is given with cisplatin, an anti-emetic medicine( to prevent vomiting) and fluids( to prevent dehydration) should also be given before or after the cisplatin dose.	"""depletion of bodily fluids"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e6033b31f408c68785a	000204371b--62a099e93e94fd20f622927f	000204371b--62a09e6033b31f408c68785a	b6802b67764959e811b4e131577211f9	APPROVED	2022-06-08T13:04:32.400
540	"""(often followed by `of') a large number or amount or extent"",""a parcel of land having fixed boundaries"",""an unofficial association of people or groups"",""your overall circumstances or condition in life (including everything that happens to you)"",""anything (straws or pebbles etc.) taken or chosen at random"",""any collection in its entirety"",""(Old Testament) nephew of Abraham; God destroyed Sodom and Gomorrah but chose to spare Lot and his family who were told to flee without looking back at the destruction"",""divide into lots\, as of land\, for example"",""administer or bestow\, as in small portions"""	lot	There is a lot of consensus between the Left and the Right on this subject.	"""an unofficial association of people or groups"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e6033b31f408c68785a	000204371b--62a099e93e94fd20f6229259	000204371b--62a09e6033b31f408c68785a	b6802b67764959e811b4e131577211f9	APPROVED	2022-06-08T13:04:32.400
119	"""the difference between the market value of a property and the claims held against it"",""the ownership interest of shareholders in a corporation"",""conformity with rules or standards"""	equity	Whether they are or are not underpaid is a problem of equity; it is not an educational problem.	"""the ownership interest of shareholders in a corporation"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e6033b31f408c68785a	000204371b--62a099c03e94fd20f6228de5	000204371b--62a09e6033b31f408c68785a	b6802b67764959e811b4e131577211f9	APPROVED	2022-06-08T13:04:32.400
629	"""a politically organized body of people under a single government"",""the territory occupied by a nation"",""the people who live in a nation or country"",""an area outside of cities and towns"",""a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)"""	countries	The study is based on 195 personal interviews with senior officials of the social partners as representatives of national level peak organisations in fifteen European countries.	"""the people who live in a nation or country"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e6033b31f408c68785a	000204371b--62a099e93e94fd20f62292b2	000204371b--62a09e6033b31f408c68785a	b6802b67764959e811b4e131577211f9	APPROVED	2022-06-08T13:04:32.400
29	"""status established in order of importance or urgency"",""preceding in time"""	priority	Says Mr. Baldwin,`` We recognize that we may no longer have as high a priority in church life and experience.``	"""status established in order of importance or urgency"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e6033b31f408c68785a	000204371b--62a099c03e94fd20f6228d8b	000204371b--62a09e6033b31f408c68785a	b6802b67764959e811b4e131577211f9	APPROVED	2022-06-08T13:04:32.400
445	"""a period of time containing 365 (or 366) days"",""a period of time occupying a regular part of a calendar year that is used for some particular activity"",""the period of time that it takes for a planet (as\, e.g.\, Earth or Mars) to make a complete revolution around the sun"",""a body of students who graduate together"""	years	The Twitter issue is just one of many outlined by Mr. Hayes 's lawyers that are likely to be argued for years, delaying an execution.	"""the period of time that it takes for a planet (as, e.g., Earth or Mars) to make a complete revolution around the sun"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e6033b31f408c68785a	000204371b--62a099c03e94fd20f6228f27	000204371b--62a09e6033b31f408c68785a	b6802b67764959e811b4e131577211f9	APPROVED	2022-06-08T13:04:32.400
597	"""an arithmetic operation in which the difference between two numbers is calculated"",""the act of subtracting (removing a part from the whole)"""	subtraction	+-*/: Addition, subtraction, multiplication and division.	"""an arithmetic operation in which the difference between two numbers is calculated"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e6033b31f408c68785a	000204371b--62a099e93e94fd20f6229292	000204371b--62a09e6033b31f408c68785a	b6802b67764959e811b4e131577211f9	APPROVED	2022-06-08T13:04:32.400
													
524	"""a demanding or stimulating situation"",""a call to engage in a contest or fight"",""questioning a statement and demanding an explanation"",""a formal objection to the selection of a particular person as a juror"",""a demand by a sentry for a password or identification"",""take exception to"",""issue a challenge to"",""ask for identification"",""raise a formal objection in a court of law"""	challenges	Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.	"""questioning a statement and demanding an explanation"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e61996da35cd7623473	000204371b--62a099e93e94fd20f6229249	000204371b--62a09e61996da35cd7623473	22f651a848815d355a5c1510483af283	APPROVED	2022-06-08T13:04:33
174	"""money extracted as a penalty"",""issue a ticket or a fine to as a penalty"",""being satisfactory or in satisfactory condition"",""minutely precise especially in differences in meaning"",""thin in thickness or diameter"",""characterized by elegance or refinement or accomplishment"",""of textures that are smooth to the touch or substances consisting of relatively small particles"",""free from impurities; having a high or specified degree of purity"",""an expression of agreement normally occurring at the beginning of a sentence"",""in a delicate manner"""	Fine	`` Fine.	"""being satisfactory or in satisfactory condition"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e61996da35cd7623473	000204371b--62a099c03e94fd20f6228e1c	000204371b--62a09e61996da35cd7623473	22f651a848815d355a5c1510483af283	APPROVED	2022-06-08T13:04:33
490	"""the natural satellite of the Earth"",""any object resembling a moon"",""the period between successive new moons (29.531 days)"",""the light of the Moon"",""United States religious leader (born in Korea) who founded the Unification Church in 1954; was found guilty of conspiracy to evade taxes (born in 1920)"",""any natural satellite of a planet"",""have dreamlike musings or fantasies while awake"",""be idle in a listless or dreamy way"",""expose one's buttocks to"""	moon	The microbe does grow better on phosphorus, but showing that it can live with arsenic instead raises the possibility that a life form using arsenic could occur naturally, either elsewhere on Earth or on another planet or moon where arsenic is more common.	"""the natural satellite of the Earth"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e61996da35cd7623473	000204371b--62a099c03e94fd20f6228f54	000204371b--62a09e61996da35cd7623473	22f651a848815d355a5c1510483af283	APPROVED	2022-06-08T13:04:33
498	"""the quality or attribute of being firm and steadfast"",""a stable order (especially of society)"",""the quality of being enduring and free from change or variation"""	stability	The second is the increasing stability of attitudes towards democracy and its core institutions.	"""a stable order (especially of society)"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e61996da35cd7623473	000204371b--62a099c03e94fd20f6228f5c	000204371b--62a09e61996da35cd7623473	22f651a848815d355a5c1510483af283	APPROVED	2022-06-08T13:04:33
244	"""a victory (as in a race or other competition)"",""something won (especially money)"",""be the winner in a contest or competition; be victorious"",""win something through one's efforts"",""obtain advantages\, such as points\, etc."",""attain success or reach a desired goal"""	wins	Second, it explains why voters hold Congress in disdain but generally love their own congressional representatives: Any individual legislator 's constituents appreciate the specific benefits that the legislator wins for them but not the overall cost associated with every other legislator doing likewise for his own constituency.	"""attain success or reach a desired goal"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e61996da35cd7623473	000204371b--62a099c03e94fd20f6228e62	000204371b--62a09e61996da35cd7623473	22f651a848815d355a5c1510483af283	APPROVED	2022-06-08T13:04:33
64	"""the occurrence of a change for the worse"",""loss of military equipment"",""the act of damaging something or someone"",""the amount of money needed to purchase something"",""any harm or injury resulting from a violation of a legal right"",""inflict damage upon"",""suffer or be susceptible to damage"""	damaged	The tumor, he suggested, developed when the second, normal copy also was damaged.	"""the occurrence of a change for the worse"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e61996da35cd7623473	000204371b--62a099c03e94fd20f6228dae	000204371b--62a09e61996da35cd7623473	22f651a848815d355a5c1510483af283	APPROVED	2022-06-08T13:04:33
510	"""the largest Latin American country and the largest Portuguese speaking country in the world; located in the central and northeastern part of South America; world's leading coffee exporter"",""three-sided tropical American nut with white oily meat and hard brown shell"""	Brazil	Brazil is the country which exercises most leadership in the region, mentioned by 19% of respondents( up from 18% last year), followed by the United States( 9%, unchanged from last year) and Venezuela( 9%, down from 11% last year).	"""the largest Latin American country and the largest Portuguese speaking country in the world; located in the central and northeastern part of South America; world's leading coffee exporter"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e61996da35cd7623473	000204371b--62a099e93e94fd20f622923b	000204371b--62a09e61996da35cd7623473	22f651a848815d355a5c1510483af283	APPROVED	2022-06-08T13:04:33
553	"""the contestant who wins the contest"",""a gambler who wins a bet"",""a person with a record of successes"""	winners	And does so without taking into account the fact that the diversity contributed by immigrants contributes to the creation of ideas and to economic growth( a large proportion of naturalised immigrants are among American Nobel prize winners, whilst Google, Intel, Paypal, eBay and Yahoo were all founded by immigrants).	"""a person with a record of successes"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e61996da35cd7623473	000204371b--62a099e93e94fd20f6229266	000204371b--62a09e61996da35cd7623473	22f651a848815d355a5c1510483af283	APPROVED	2022-06-08T13:04:33
282	"""suitable to or characteristic of drama"",""sensational in appearance or thrilling in effect"",""pertaining to or characteristic of drama"",""used of a singer or singing voice that is marked by power and expressiveness and a histrionic or theatrical style"""	dramatic	It flopped all around, real dramatic!	"""sensational in appearance or thrilling in effect"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e61996da35cd7623473	000204371b--62a099c03e94fd20f6228e88	000204371b--62a09e61996da35cd7623473	22f651a848815d355a5c1510483af283	APPROVED	2022-06-08T13:04:33
442	"""the act of testing something"",""trying something to find out about it"",""the act of undergoing testing"",""(law) the determination of a person's innocence or guilt by due process of law"",""(sports) a preliminary competition to determine qualifications"",""an annoying or frustrating or catastrophic event"""	trial	`` As I experienced it during this trial, I think there 's a real danger that the inclusion of new technology in the courtroom is affecting an individual 's fair-trial rights,'' said Thomas J. Ullmann, Mr. Hayes 's chief defense lawyer.	"""(law) the determination of a person's innocence or guilt by due process of law"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e61996da35cd7623473	000204371b--62a099c03e94fd20f6228f24	000204371b--62a09e61996da35cd7623473	22f651a848815d355a5c1510483af283	APPROVED	2022-06-08T13:04:33
													
168	"""a message whose ingenuity or verbal skill or incongruity has the power to evoke laughter"",""the trait of appreciating (and being able to express) the humorous"",""a characteristic (habitual or relatively temporary) state of feeling"",""the quality of being funny"",""(Middle Ages) one of the four fluids in the body whose balance was believed to determine your emotional and physical state"",""the liquid parts of the body"",""put into a good mood"""	humor	Maybe it would be better to humor the guy and then make an exit.	"""put into a good mood"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e61cc9c250e5e89ff13	000204371b--62a099c03e94fd20f6228e16	000204371b--62a09e61cc9c250e5e89ff13	092e8b10abc47472cd565d38f76f4c08	APPROVED	2022-06-08T13:04:33.133
